employeeId,employeeName,companyName,year,leaveType,policyId,policyQuota,openingBalance,carriedForward,approvedApplied,pendingApplied,totalApplied,storedUsed,storedPending,storedClosing,expectedClosingStandard,expectedClosingRabs,isDuplicate,duplicateRecordCount,duplicatePolicyIds,balanceDocId,createdAt,flags
6672a2501aa931b68b091fb7,,,2026,privilege,,,25,0,0,0,0,4,0,21,25,25,false,1,,6a50e56d472428bcf5f591d0,2026-07-10T12:28:29.691Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fb9,,,2026,lwp,,,0,0,0,0,0,0,0,2000,0,0,false,1,,69d5f470086d2a3620d4c958,2026-04-08T06:23:44.317Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fb9,,,2026,privilege,,,32,0,0,0,0,9.5,0,22.5,32,32,false,1,,69da04da9c9b98d43b082a68,2026-04-11T08:22:50.165Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fbd,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47c832887665bd4c59f202,2026-07-03T14:33:22.471Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fbd,,,2026,privilege,,,25,0,0,0,0,6,0,19,25,25,false,1,,6a463a3b046c4b4731458905,2026-07-02T10:15:23.244Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc1,,,2026,lwp,,,1000,0,0,0,0,0,0,2000,1000,1000,false,1,,69e0ca719c5f930799942a96,2026-04-16T11:39:29.937Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc1,,,2026,privilege,,,32,0,0,0,0,7,1,24,32,32,false,1,,69e0ca82f7b0e5252f855176,2026-04-16T11:39:46.120Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc3,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47bcc5887665bd4c581582,2026-07-03T13:44:37.027Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fc3,,,2026,privilege,,,25,0,0,0,0,23,0,2,25,25,false,1,,69da02b7d97d29d2ac269c25,2026-04-11T08:13:43.665Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc4,,,2026,lwp,,,100,0,0,0,0,0,0,2000,100,100,false,1,,69e0d1f7785c54fce68a7170,2026-04-16T12:11:35.187Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc4,,,2026,privilege,,,20,0,0,0,0,0,0,20,20,20,false,1,,6a4513981ed65cfdd4c5fdb4,2026-07-01T13:18:16.418Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fc5,,,2026,lwp,,,100,0,0,0,0,0,0,2000,100,100,false,1,,6a1fc825a48912b57372ce43,2026-06-03T06:22:29.017Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc5,,,2026,privilege,,,30,0,0,0,0,9,0,21,30,30,false,1,,69d9f23bf22b9571a81c33e7,2026-04-11T07:03:23.534Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc6,,,2026,lwp,,,1000,0,0,0,0,0,0,2000,1000,1000,false,1,,69df4bd4b37f05820fce405a,2026-04-15T08:27:00.998Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc6,,,2026,privilege,,,25,0,0,0,0,6.5,0,18.5,25,25,false,1,,6a4f3ba905f494559e3e319d,2026-07-09T06:11:53.654Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc7,,,2026,lwp,,,1000,0,0,0,0,0,0,2000,1000,1000,false,1,,69df4d70e129d28e1d635318,2026-04-15T08:33:52.787Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc7,,,2026,privilege,,,47,0,0,0,0,3,0,44,47,47,false,1,,69df4d68b37f05820fce50fa,2026-04-15T08:33:44.446Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fc8,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47a9ce5fffe7f92adfd2b1,2026-07-03T12:23:42.653Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fc8,,,2026,privilege,,,25,0,0,0,0,12.5,0,12.5,25,25,false,1,,6a490a89887665bd4c6a7283,2026-07-04T13:28:41.640Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fca,,,2026,lwp,,,100,0,0,0,0,0,0,2000,100,100,false,1,,6a1fc930a48912b57372ce45,2026-06-03T06:26:56.257Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fca,,,2026,privilege,,,39,0,0,0,0,8.5,0,30.5,39,39,false,1,,6a4625d7d42a5aa9c3070d0f,2026-07-02T08:48:23.230Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fcd,,,2026,lwp,,,1000,0,0,0,0,0,0,2000,1000,1000,false,1,,69df97ba540bb18fd2659d24,2026-04-15T13:50:50.718Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fcd,,,2026,privilege,,,39,0,0,0,0,3,0,36,39,39,false,1,,69df97d6bd304c95cd1c796a,2026-04-15T13:51:18.259Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fce,,,2026,lwp,,,1000,0,0,0,0,0,0,2000,1000,1000,false,1,,69df524eed4eed4cf6f2cef8,2026-04-15T08:54:38.144Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fce,,,2026,privilege,,,36.5,0,0,0,0,6,0,30.5,36.5,36.5,false,1,,69d6102631430ee96b68268a,2026-04-08T08:21:58.766Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd0,,,2026,lwp,,,100,0,0,0,0,0,0,2000,100,100,false,1,,6a1fc839a48912b57372ce44,2026-06-03T06:22:49.616Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd0,,,2026,privilege,,,76,0,0,0,0,12.5,0,63.5,76,76,false,1,,69d62b2731430ee96b69a80e,2026-04-08T10:17:11.551Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd1,,,2026,lwp,,,1000,0,0,0,0,0,0,2000,1000,1000,false,1,,69e609aa70e9db12f5231e16,2026-04-20T11:10:35.000Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd1,,,2026,privilege,,,41,0,0,0,0,9,1,31,41,41,false,1,,69cf4e61022d6d7c6d4c1103,2026-04-03T05:21:37.001Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd2,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47ba107c50fde9c3c149ca,2026-07-03T13:33:04.195Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fd2,,,2026,privilege,,,25,0,0,0,0,8,1,16,25,25,false,1,,69d7afe2df4d0326b79d7ab5,2026-04-09T13:55:46.257Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd4,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47c5e6887665bd4c59eb9c,2026-07-03T14:23:34.749Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fd4,,,2026,privilege,,,72,0,0,0,0,6.5,0,65.5,72,72,false,1,,69d9f7119c9b98d43b075781,2026-04-11T07:24:01.635Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd6,,,2026,lwp,,,9007199254740991,0,0,0,0,0,0,2000,9007199254740991,9007199254740991,false,1,,69fc0839fc90b41da1f36837,2026-05-07T03:34:17.561Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd6,,,2026,privilege,,,25,0,0,0,0,3,0,22,25,25,false,1,,69d9fe04d97d29d2ac2653ca,2026-04-11T07:53:40.505Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd7,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47aeed2268cbee11b08e01,2026-07-03T12:45:33.551Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fd7,,,2026,privilege,,,37,0,0,0,0,18,0,19,37,37,false,1,,69d632cf8a2ef1f9142523bf,2026-04-08T10:49:51.809Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd8,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a488f01887665bd4c5e6df0,2026-07-04T04:41:37.863Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fd8,,,2026,privilege,,,27,0,0,0,0,9,0,18,27,27,false,1,,69d9f001b23841e68b4b8750,2026-04-11T06:53:53.313Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fd9,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47b8697c50fde9c3c12646,2026-07-03T13:26:01.340Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fd9,,,2026,privilege,,,25,0,0,0,0,4,0,21,25,25,false,1,,69da014bb23841e68b4cdf92,2026-04-11T08:07:39.305Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fda,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47a8bf5fffe7f92adfca59,2026-07-03T12:19:11.392Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fda,,,2026,privilege,,,43,0,0,0,0,21.5,0,21.5,43,43,false,1,,69d50908c8b8de4ee904a5f2,2026-04-07T13:39:20.360Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fdb,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47bfc1887665bd4c59d224,2026-07-03T13:57:21.372Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fdb,,,2026,privilege,,,49.5,0,0,0,0,7,0,42.5,49.5,49.5,false,1,,69da048eb23841e68b4d3ea1,2026-04-11T08:21:34.511Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fdd,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47c38b5c3b48b604ee71e4,2026-07-03T14:13:31.224Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fdd,,,2026,privilege,,,40.5,0,0,0,0,25,0,15.5,40.5,40.5,false,1,,69da04669c9b98d43b082688,2026-04-11T08:20:54.080Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fdf,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a48bce1428761305311d894,2026-07-04T07:57:21.407Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fe0,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47bd925c3b48b604ed0935,2026-07-03T13:48:02.999Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fe0,,,2026,privilege,,,166,0,0,0,0,1,0,165,166,166,false,1,,69da0522b23841e68b4d3fb9,2026-04-11T08:24:02.151Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fe1,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47b1125fffe7f92ae05dd1,2026-07-03T12:54:42.426Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fe1,,,2026,privilege,,,25,0,0,0,0,13,0,12,25,25,false,1,,69ce1466bef4ffa9297942eb,2026-04-02T07:01:58.973Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fe3,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47b9ea5c3b48b604ec405a,2026-07-03T13:32:26.485Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fe3,,,2026,privilege,,,57.5,0,0,0,0,6,0,51.5,57.5,57.5,false,1,,69da0575f22b9571a81d8c0a,2026-04-11T08:25:25.704Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fe4,,,2026,lwp,,,100,0,0,0,0,0,0,2000,100,100,false,1,,69e9e88c000dd21a5532d489,2026-04-23T09:38:20.333Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fe4,,,2026,privilege,,,77,0,0,0,0,5,1,71,77,77,false,1,,69da05959c9b98d43b082ec7,2026-04-11T08:25:57.213Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fe5,,,2026,lwp,,,9007199254740991,0,0,0,0,0,0,2000,9007199254740991,9007199254740991,false,1,,69f067988c7a42a6b3d85599,2026-04-28T07:54:00.702Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fe5,,,2026,privilege,,,33,0,0,0,0,28,0,5,33,33,false,1,,69da05d6b23841e68b4d46b8,2026-04-11T08:27:02.652Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fe6,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47a82c2268cbee11afff69,2026-07-03T12:16:44.835Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fe6,,,2026,privilege,,,26,0,0,0,0,20,0,6,26,26,false,1,,69da05fb9c9b98d43b08337f,2026-04-11T08:27:39.848Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fe7,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a48d3475c3b48b604fb08bc,2026-07-04T09:32:55.289Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fe8,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a48ff11887665bd4c69dfc0,2026-07-04T12:39:45.430Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fe9,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47b93f4287613053052b8e,2026-07-03T13:29:35.447Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fe9,,,2026,privilege,,,117.5,0,0,0,0,7.5,1,109,117.5,117.5,false,1,,69da0668d97d29d2ac26c705,2026-04-11T08:29:28.145Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fea,,,2026,lwp,,,9007199254740991,0,0,0,0,0,0,2000,9007199254740991,9007199254740991,false,1,,69ec49ff51eca69592c9d9ac,2026-04-25T04:58:39.724Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fea,,,2026,privilege,,,60.5,0,0,0,0,3,0,57.5,60.5,60.5,false,1,,69da069bf22b9571a81d98aa,2026-04-11T08:30:19.281Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fed,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47bd3a428761305305aaf0,2026-07-03T13:46:34.787Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fed,,,2026,privilege,,,54.5,0,0,0,0,8.5,0,46,54.5,54.5,false,1,,6a4f3baade84b43b782865c1,2026-07-09T06:11:54.755Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fee,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a487fb3887665bd4c5dc47a,2026-07-04T03:36:19.784Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fee,,,2026,privilege,,,51.5,0,0,0,0,2,0,49.5,51.5,51.5,false,1,,6a3a16a548384a5ff5f57d33,2026-06-23T05:16:21.420Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091fef,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47dd7c42876130530a9de5,2026-07-03T16:04:12.123Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091fef,,,2026,privilege,,,31.5,0,0,0,0,18,0,13.5,31.5,31.5,false,1,,69da07c99c9b98d43b083e24,2026-04-11T08:35:21.597Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff1,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47be5b428761305306351d,2026-07-03T13:51:23.485Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091ff1,,,2026,privilege,,,25,0,0,0,0,4,0,21,25,25,false,1,,6a58abbe858569bf132491d1,2026-07-16T10:00:30.971Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff2,,,2026,lwp,,,100,0,0,0,0,0,0,100,100,100,false,1,,6a48fa035c3b48b604fe48c1,2026-07-04T12:18:11.634Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091ff2,,,2026,privilege,,,25,0,0,0,0,2,0,23,25,25,false,1,,6a4b7d187c50fde9c3e23815,2026-07-06T10:02:00.187Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff3,,,2026,lwp,,,100,0,0,0,0,0,0,2000,100,100,false,1,,69f329f346f21e595afd17db,2026-04-30T10:07:47.598Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff3,,,2026,privilege,,,25,0,0,0,0,7,0,18,25,25,false,1,,6a54f36227fbb032e0c3dc39,2026-07-13T14:17:06.594Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff4,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47aa3379846b3236831f9c,2026-07-03T12:25:23.998Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091ff4,,,2026,privilege,,,25,0,0,0,0,14,0,11,25,25,false,1,,69d5ff9231430ee96b67bd3d,2026-04-08T07:11:14.364Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff6,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47bfa55c3b48b604ee53aa,2026-07-03T13:56:53.654Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091ff6,,,2026,privilege,,,43.5,0,0,0,0,13,0,30.5,43.5,43.5,false,1,,69da0983b23841e68b4d687e,2026-04-11T08:42:43.455Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff7,,,2026,lwp,,,100,0,0,0,0,0,0,2000,100,100,false,1,,69f32a9cef159ad478245119,2026-04-30T10:10:36.201Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff7,,,2026,privilege,,,29.5,0,0,0,0,15,0,14.5,29.5,29.5,false,1,,69da09b9f22b9571a81dbad5,2026-04-11T08:43:37.269Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff8,,,2026,lwp,,,100,0,0,0,0,0,0,2000,100,100,false,1,,69f32c70ef159ad478245880,2026-04-30T10:18:24.886Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff8,,,2026,privilege,,,53.5,0,0,0,0,3.5,0,50,53.5,53.5,false,1,,69da09da9c9b98d43b085669,2026-04-11T08:44:10.554Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ff9,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47c55c887665bd4c59ea78,2026-07-03T14:21:16.813Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091ff9,,,2026,privilege,,,25,0,0,0,0,2,0,23,25,25,false,1,,69da09fff22b9571a81dbcc8,2026-04-11T08:44:47.264Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ffb,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47c05a887665bd4c59de13,2026-07-03T13:59:54.257Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091ffb,,,2026,privilege,,,166,0,0,0,0,6,0,160,166,166,false,1,,69da0ac2b23841e68b4d7546,2026-04-11T08:48:02.156Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ffc,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47d5a4887665bd4c5d30ab,2026-07-03T15:30:44.194Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091ffc,,,2026,privilege,,,40,0,0,0,0,3,0,37,40,40,false,1,,69da0afdf22b9571a81dd51a,2026-04-11T08:49:01.047Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ffd,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47b6fa5c3b48b604ec0eb9,2026-07-03T13:19:54.868Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b091ffd,,,2026,privilege,,,25,0,0,0,0,3,0,22,25,25,false,1,,6a58d4410fc3ee85925ef6dc,2026-07-16T12:53:21.117Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ffe,,,2026,lwp,,,1000,0,0,0,0,0,0,2000,1000,1000,false,1,,69e216fcf7b0e5252f8b1437,2026-04-17T11:18:20.674Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b091ffe,,,2026,privilege,,,25,0,0,0,0,3.5,0,21.5,25,25,false,1,,6a4b7d184287613053273986,2026-07-06T10:02:00.809Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b092000,,,2026,lwp,,,100,0,0,0,0,0,0,2000,100,100,false,1,,69e0a17552a223d54f0414ab,2026-04-16T08:44:37.452Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b092000,,,2026,privilege,,,25,0,0,0,0,6,0,19,25,25,false,1,,6a5761bbecf0e56955dd970e,2026-07-15T10:32:27.447Z,SYNC_DRIFT | CREATED_AFTER_HR_FIX | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b092001,,,2026,lwp,,,1000,0,0,0,0,0,0,2000,1000,1000,false,1,,69df9102f7f6b234343ac123,2026-04-15T13:22:10.129Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b092001,,,2026,privilege,,,35.5,0,0,0,0,11,0,24.5,35.5,35.5,false,1,,69da0de1d97d29d2ac271981,2026-04-11T09:01:21.390Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b092003,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a48fbb67c50fde9c3d39cf7,2026-07-04T12:25:26.374Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b092004,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47ba1e4287613053054e68,2026-07-03T13:33:18.665Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b092004,,,2026,privilege,,,76.5,0,0,0,0,3,0,73.5,76.5,76.5,false,1,,69d5ee5f7d9972f13bebb731,2026-04-08T05:57:51.013Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b092005,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a48fbc15c3b48b604fe771f,2026-07-04T12:25:37.151Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b092005,,,2026,privilege,,,86.5,0,0,0,0,40,0,46.5,86.5,86.5,false,1,,69da0e66d97d29d2ac271bcf,2026-04-11T09:03:34.560Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b092006,,,2026,lwp,,,2000,0,0,0,0,0,0,2000,2000,2000,false,1,,6a47b8e87c50fde9c3c12bc9,2026-07-03T13:28:08.810Z,CREATED_AFTER_HR_FIX
6672a2501aa931b68b092006,,,2026,privilege,,,67.5,0,0,0,0,5,0,62.5,67.5,67.5,false,1,,6a38ec2d6660f902a77a62b1,2026-06-22T08:02:53.422Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b092007,,,2026,lwp,,,100,0,0,0,0,0,0,2000,100,100,false,1,,69fee3c8f4a4665a2cc22119,2026-05-09T07:35:36.916Z,CLOSING_BALANCE_MISMATCH
6672a2501aa931b68b092007,,,2026,privilege,,,25,0,0,0,0,2,0,23,25,25,false,1,,69da0f1dd97d29d2ac272502,2026-04-11T09:06:37.635Z,SYNC_DRIFT | CLOSING_BALANCE_MISMATCH
